BuildingType,GHGEmissionsIntensity,LargestPropertyUseType,Latitude,ListOfAllPropertyUseTypes,Longitude,Neighborhood,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,TotalGHGEmissions,NumberofBuildings,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),buildingAge,SteamRatio,ElectricityRatio,NaturalGasRatio
NonResidential,0.64,Museum,47.59809,Museum,-122.32283,DOWNTOWN,4.0,167.0,Other,59000.0,13820.0,72820.0,46.26,1.0,58000.0,83.33333333333333,34.70000076,2010454.625,106.0,0.0,0.6524240754749687,0.34757561365007184
NonResidential,1.41,Hotel,47.62614,"Hotel, Parking",-122.3467,MAGNOLIA / QUEEN ANNE,4.0,168.0,Hotel,148022.0,14200.0,162222.0,228.4,1.0,113702.0,76.0,69.90000153,7946961.0,20.0,0.0,0.5281845475270358,0.4718154524729642
School,0.59,K-12 School,47.57589,K-12 School,-122.29365,SOUTHEAST,4.0,169.0,K-12 School,289588.0,0.0,289588.0,170.84,1.0,289588.0,90.0,30.5,8819852.0,26.0,0.0,0.7312780305157048,0.26872174272312055
NonResidential,1.17,College/University,47.61495,College/University,-122.32177,EAST,3.0,170.0,University,63330.0,0.0,63330.0,74.33,1.0,64820.0,45.666666666666664,47.20000076,3059758.0,101.0,0.0,0.6245801138521413,0.37541988614785876
Campus,1.96,College/University,47.547,College/University,-122.35307,DELRIDGE,2.0,172.0,University,441071.0,0.0,441071.0,866.23,27.0,483000.0,72.33333333333333,79.30000305,38301744.0,46.0,0.0,0.6609248654578236,0.3390750562167613
NonResidential,2.31,Office,47.67828,"Data Center, Office",-122.26456,NORTHEAST,2.0,173.0,Small- and Mid-Sized Office,96300.0,0.0,96300.0,222.02,1.0,92300.0,78.0,167.8000031,16319835.0,14.0,0.0,0.8562400293875521,0.14375984806218936
NonResidential,3.03,"Repair Services (Vehicle, Shoe, Locksmith, etc)",47.59545,"Repair Services (Vehicle, Shoe, Locksmith, etc)",-122.32146,GREATER DUWAMISH,1.0,174.0,Other,67356.0,0.0,67356.0,204.08,1.0,68359.0,25.0,109.4000015,7475577.5,66.0,0.0,0.5594217971788802,0.44057813593665507
School,1.41,K-12 School,47.60598,K-12 School,-122.30156,CENTRAL,3.0,175.0,K-12 School,254523.0,0.0,254523.0,359.09,1.0,254523.0,60.0,53.29999924,13567774.0,8.0,0.0,0.5774760841387836,0.42252384215715855
School,0.72,K-12 School,47.51482,K-12 School,-122.25864,SOUTHEAST,3.0,176.0,K-12 School,78804.0,0.0,78804.0,56.82,1.0,78804.0,92.0,31.70000076,2499140.0,15.0,0.0,0.6583120593484159,0.34168794065158414
School,0.62,K-12 School,47.61224,K-12 School,-122.29087,CENTRAL,3.0,177.0,K-12 School,66994.0,0.0,66994.0,41.74,1.0,66994.0,79.0,35.40000153,2371304.5,14.0,0.0,0.7695532142750963,0.2304465748704985
School,0.96,K-12 School,47.52915,K-12 School,-122.28904,GREATER DUWAMISH,3.0,178.0,K-12 School,98357.0,0.0,98357.0,94.64,1.0,98357.0,88.0,35.09999847,3456131.5,16.0,0.0,0.5575791893335077,0.44242066599607105
NonResidential,1.12,Office,47.53827,"Office, Other",-122.28406,GREATER DUWAMISH,1.0,179.0,Small- and Mid-Sized Office,54765.0,0.0,54765.0,61.21,1.0,25765.0,25.333333333333332,83.80000305,4253369.5,58.0,0.0,0.8391786793975929,0.16082120304854775
NonResidential,1.12,Other - Lodging/Residential,47.53722,"Food Service, Office, Other - Lodging/Residential",-122.284,GREATER DUWAMISH,5.0,180.0,Other,89821.0,0.0,89821.0,100.46,1.0,46483.0,84.66666666666667,21.89999962,1950092.5,7.0,0.0,0.03459425642629773,0.9654059999717962
NonResidential,1.98,College/University,47.65147,College/University,-122.36122,MAGNOLIA / QUEEN ANNE,2.0,182.0,University,52611.0,0.0,52611.0,104.26,1.0,52611.0,71.0,78.30000305,4116871.5,36.0,0.0,0.6022225857668864,0.39777729278166685
NonResidential,0.93,Residence Hall/Dormitory,47.65068,Residence Hall/Dormitory,-122.36331,MAGNOLIA / QUEEN ANNE,4.0,183.0,Residence Hall,102100.0,37500.0,139600.0,129.39,1.0,135520.0,89.0,32.79999924,4448582.5,15.0,0.0,0.5206822622711841,0.47931762533346295
School,0.94,K-12 School,47.70763,"K-12 School, Parking",-122.29453,NORTH,2.0,185.0,K-12 School,236758.0,0.0,236758.0,222.78,1.0,238550.0,96.0,35.0,8355988.5,5.0,0.0,0.5732353509103082,0.42676446957771663
NonResidential,1.68,Other,47.60462,"Courthouse, Other",-122.31549,CENTRAL,6.0,187.0,Other,250981.0,0.0,250981.0,422.39,3.0,137565.0,60.0,60.5,13071700.0,45.0,0.3317490838988043,0.6238669798113482,0.044383821538131994
School,0.86,K-12 School,47.68725,K-12 School,-122.35996,NORTHWEST,3.0,189.0,K-12 School,62526.0,0.0,62526.0,54.07,1.0,62526.0,96.0,31.79999924,1986094.875,14.0,0.0,0.5610955518930081,0.4389045110445693
NonResidential,6.87,Other,47.61598,Other,-122.33448,DOWNTOWN,11.0,338.0,Other,230638.0,68432.0,299070.0,2055.82,1.0,250000.0,40.0,261.2999878,65336980.0,12.0,0.0,0.46913163112222206,0.5308682923514371
NonResidential,0.77,Office,47.536,"Non-Refrigerated Warehouse, Office, Other - Services",-122.31768,GREATER DUWAMISH,3.0,190.0,Small- and Mid-Sized Office,64015.0,0.0,64015.0,49.58,1.0,30000.0,21.0,60.0,3242077.75,9.0,0.0,0.8196540012033949,0.18034607590764903
NonResidential,1.36,Retail Store,47.70759,"Restaurant, Retail Store",-122.3255,NORTH,1.0,194.0,Retail Store,530039.0,0.0,530039.0,723.47,1.0,505103.0,98.0,52.29999924,27717034.0,65.0,0.0,0.5853631019827014,0.41463682585950573
NonResidential,4.27,Other/Specialty Hospital,47.7066,Other/Specialty Hospital,-122.321,NORTH,3.0,195.0,Other,54224.0,0.0,54224.0,231.53,1.0,47012.0,47.0,154.5,7265178.0,52.0,0.0,0.4603916105014908,0.5396082518556324
NonResidential,0.53,Retail Store,47.70619,Retail Store,-122.32586,NORTH,4.0,197.0,Retail Store,124342.0,0.0,124342.0,66.3,1.0,122000.0,76.0,71.90000153,8765978.0,51.0,0.0,0.9871826052951536,0.012817280627443965
NonResidential,9.27,Hospital (General Medical & Surgical),47.66231,Hospital (General Medical & Surgical),-122.28146,NORTHEAST,10.0,198.0,Hospital,879000.0,0.0,879000.0,8145.52,6.0,879000.0,10.0,288.7999878,253832464.0,63.0,0.0,0.45558085115542984,0.5444190858108677
NonResidential,1.51,Financial Office,47.70956,"Financial Office, Medical Office, Parking",-122.3345,NORTHWEST,3.0,200.0,Other,55442.0,0.0,55442.0,83.7,1.0,28636.0,72.0,85.59999847,3191228.25,20.0,0.0,0.5826424355575318,0.4173574861027255
School,0.51,K-12 School,47.67661,K-12 School,-122.37489,BALLARD,2.0,205.0,K-12 School,242795.0,0.0,242795.0,123.71,1.0,242795.0,80.0,37.70000076,9157150.0,17.0,0.0,0.8582871308212708,0.14171275997444618
NonResidential,0.6,Self-Storage Facility,47.61233,Self-Storage Facility,-122.3171,EAST,5.0,209.0,Self-Storage Facility,84870.0,0.0,84870.0,51.11,1.0,85521.0,88.66666666666667,16.20000076,1381590.125,106.0,0.0,0.34933298325362594,0.6506669262709156
Campus,0.52,College/University,47.69936,College/University,-122.33401,NORTHWEST,2.0,211.0,University,582447.0,111625.0,694072.0,362.82,11.0,667335.0,69.0,53.79999924,35891484.0,46.0,0.0,0.93199913383353,0.06800075471942035
School,1.4,K-12 School,47.54632,K-12 School,-122.28198,SOUTHEAST,2.0,212.0,K-12 School,173185.0,0.0,173185.0,242.36,1.0,173185.0,79.0,35.40000153,6127771.5,64.0,0.0,0.293863274764733,0.7061366436395352
School,1.42,K-12 School,47.54862,K-12 School,-122.36214,DELRIDGE,1.0,214.0,K-12 School,145341.0,0.0,145341.0,206.01,1.0,139069.0,75.0,39.5,5499097.0,53.0,0.0,0.3391405898095633,0.6608594101904367
NonResidential,0.61,Non-Refrigerated Warehouse,47.55152,Non-Refrigerated Warehouse,-122.31869,GREATER DUWAMISH,4.0,215.0,Warehouse,114297.0,0.0,114297.0,69.44,1.0,114297.0,61.0,18.39999962,2100097.75,112.0,0.0,0.43449168020869505,0.5655084388333829
School,1.79,K-12 School,47.52407,K-12 School,-122.26586,SOUTHEAST,2.0,216.0,K-12 School,184125.0,0.0,184125.0,328.97,1.0,184125.0,86.0,47.79999924,8800292.0,56.0,0.0,0.3408820980031117,0.6591179019968882
School,1.43,K-12 School,47.69675,K-12 School,-122.3776,BALLARD,1.0,217.0,K-12 School,160270.0,0.0,160270.0,229.38,1.0,160270.0,99.66666666666667,0.0,0.0,57.0,,,inf
NonResidential,1.27,Non-Refrigerated Warehouse,47.55901,Non-Refrigerated Warehouse,-122.33328,GREATER DUWAMISH,1.0,220.0,Warehouse,234144.0,0.0,234144.0,297.43,1.0,234144.0,87.0,28.79999924,6744317.0,79.0,0.0,0.19524838467705477,0.8047516153229453
NonResidential,0.55,Retail Store,47.52254,Retail Store,-122.36627,DELRIDGE,1.0,223.0,Retail Store,64984.0,0.0,64984.0,35.78,1.0,65425.0,72.0,45.0,2944296.25,50.0,0.0,0.8877119617293946,0.1122879533606715
NonResidential,5.45,Retail Store,47.52254,Retail Store,-122.36627,DELRIDGE,1.0,224.0,Retail Store,67745.0,0.0,67745.0,369.14,1.0,67782.0,37.0,136.1999969,9230223.0,51.0,0.0,0.2842945397960591,0.7157054602039409
School,0.74,K-12 School,47.52915,K-12 School,-122.36511,DELRIDGE,2.0,225.0,K-12 School,367884.0,0.0,367884.0,272.85,1.0,367884.0,97.0,33.29999924,12265516.0,6.0,0.0,0.6689502504419708,0.3310497495580292
School,1.57,K-12 School,47.51778,K-12 School,-122.37074,DELRIDGE,1.0,226.0,K-12 School,46797.0,0.0,46797.0,73.47,1.0,46797.0,86.0,44.40000153,2075891.0,58.0,0.0,0.3840297973255821,0.6159702026744178
School,1.25,K-12 School,47.59796,K-12 School,-122.30415,CENTRAL,3.0,227.0,K-12 School,136188.0,0.0,136188.0,170.9,1.0,136188.0,99.66666666666667,0.0,0.0,53.0,,,inf
NonResidential,1.06,Other,47.67767,Other,-122.39631,BALLARD,3.0,228.0,Other,56000.0,0.0,56000.0,59.34,1.0,56000.0,73.33333333333333,33.09999847,1851260.5,43.0,0.0,0.4563722933644401,0.5436274365493133
School,0.69,K-12 School,47.54174,K-12 School,-122.27691,SOUTHEAST,2.0,229.0,K-12 School,67371.0,0.0,67371.0,46.36,1.0,67371.0,92.0,31.60000038,2128459.0,12.0,0.0,0.6790541889695785,0.3209458110304215
NonResidential,0.94,Self-Storage Facility,47.54508,Self-Storage Facility,-122.37737,SOUTHWEST,2.0,230.0,Self-Storage Facility,52088.0,0.0,52088.0,48.99,1.0,52088.0,86.33333333333333,26.39999962,1377519.5,47.0,0.0,0.3802232926648225,0.6197770703064458
School,0.63,K-12 School,47.65708,K-12 School,-122.33803,LAKE UNION,3.0,231.0,K-12 School,127776.0,0.0,127776.0,80.08,1.0,127776.0,75.0,37.20000076,4748137.0,6.0,0.0,0.7855565245905921,0.21444347540940795
NonResidential,2.5,Hotel,47.62972,"Hotel, Parking, Swimming Pool",-122.32906,LAKE UNION,5.0,232.0,Hotel,93920.0,30000.0,123920.0,309.6,1.0,123920.0,79.0,75.59999847,9373179.0,18.0,0.0,0.4352010134448515,0.5647988798677589
NonResidential,4.51,Museum,47.62759,Museum,-122.33661,LAKE UNION,1.0,233.0,Other,50000.0,0.0,50000.0,225.69,1.0,43000.0,52.333333333333336,175.6000061,7548807.0,116.0,0.0,0.503115790349389,0.4968840771793477
NonResidential,0.06,Non-Refrigerated Warehouse,47.62591,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",-122.34084,MAGNOLIA / QUEEN ANNE,2.0,234.0,Warehouse,50292.0,0.0,50292.0,3.0,1.0,42345.0,71.33333333333333,8.0,430473.6875,90.0,0.0,1.0000007259444865,0.0
NonResidential,1.63,Hotel,47.62782,Hotel,-122.34045,MAGNOLIA / QUEEN ANNE,7.0,235.0,Hotel,153315.0,54341.0,207656.0,338.16,1.0,141591.0,76.0,78.90000153,11171988.0,18.0,0.0,0.4950584443878744,0.5049414661025414
School,0.73,K-12 School,47.68359,K-12 School,-122.37308,BALLARD,2.0,237.0,K-12 School,67235.0,0.0,67235.0,49.12,1.0,67235.0,89.0,34.0,2284133.75,17.0,0.0,0.6850421959747323,0.3149579134759512
NonResidential,1.93,Office,47.70044,"Data Center, Distribution Center, Office, Other, Parking",-122.34136,NORTHWEST,2.0,238.0,Small- and Mid-Sized Office,91130.0,0.0,91130.0,175.77,1.0,57968.0,42.666666666666664,100.5,9472358.0,59.0,0.0,0.7489142618976183,0.25108563253204746
School,0.37,K-12 School,47.54025,K-12 School,-122.3885,SOUTHWEST,3.0,239.0,K-12 School,58118.0,0.0,58118.0,21.29,1.0,59014.0,97.0,23.79999924,1407277.25,25.0,0.0,0.8231903130673078,0.1768095092846843
NonResidential,3.21,Hotel,47.70916,Hotel,-122.33216,NORTHWEST,4.0,241.0,Hotel,64893.0,0.0,64893.0,208.26,1.0,64893.0,70.0,95.5,6197825.0,48.0,0.0,0.42281735931556635,0.5771826406844337
School,2.39,K-12 School,47.53809,K-12 School,-122.29591,GREATER DUWAMISH,1.0,243.0,K-12 School,70762.0,0.0,70762.0,168.88,1.0,70762.0,87.0,51.0,3606416.0,91.0,0.0,0.13617563808501293,0.863824361914987
NonResidential,0.63,Office,47.60105,"Office, Restaurant, Self-Storage Facility",-122.33518,DOWNTOWN,3.0,244.0,Small- and Mid-Sized Office,44558.0,0.0,44558.0,28.27,1.0,34416.0,78.0,37.59999847,1677002.25,116.0,0.0,0.7857097389106067,0.21429011201386283
NonResidential,0.56,Other - Entertainment/Public Assembly,47.59544,"Other - Entertainment/Public Assembly, Parking",-122.33159,GREATER DUWAMISH,6.0,245.0,Other,1258280.0,327680.0,1585960.0,892.63,1.0,1585960.0,60.333333333333336,37.70000076,59757440.0,17.0,0.0,0.8273432396033029,0.17265662652215355
NonResidential,0.54,Distribution Center,47.57199,"Data Center, Distribution Center, Office, Other",-122.32811,GREATER DUWAMISH,2.0,247.0,Distribution Center,179161.0,0.0,179161.0,96.43,1.0,117476.0,42.666666666666664,52.20000076,9436408.0,92.0,0.0,0.9296020265338252,0.07039776152112118
NonResidential,0.47,Non-Refrigerated Warehouse,47.57199,"Non-Refrigerated Warehouse, Office, Other, Other - Services",-122.32811,GREATER DUWAMISH,2.0,248.0,Warehouse,58640.0,0.0,58640.0,27.39,1.0,40831.0,37.666666666666664,55.90000153,3928695.25,51.0,0.0,0.999999936365642,0.0
NonResidential,1.06,Other - Entertainment/Public Assembly,47.59085,Other - Entertainment/Public Assembly,-122.33354,GREATER DUWAMISH,3.0,249.0,Other,1172127.0,0.0,1172127.0,1246.55,1.0,1172127.0,66.66666666666667,50.09999847,58761304.0,17.0,0.0,0.691311768710919,0.30868818023507444
NonResidential,2.31,Hotel,47.59269,"Food Service, Hotel, Parking",-122.33372,GREATER DUWAMISH,9.0,250.0,Hotel,153882.0,14567.0,168449.0,388.37,1.0,135006.0,64.0,88.19999695,12726789.0,11.0,0.0,0.48969406187216585,0.5103058595534191
NonResidential,0.21,Non-Refrigerated Warehouse,47.57507,Non-Refrigerated Warehouse,-122.35747,GREATER DUWAMISH,4.0,257.0,Warehouse,79600.0,0.0,79600.0,16.81,0.0,79600.0,34.0,30.29999924,2411402.25,100.0,0.0,0.9999998963258826,0.0
School,1.12,K-12 School,47.65996,K-12 School,-122.33962,LAKE UNION,4.0,260.0,K-12 School,241066.0,0.0,241066.0,270.97,1.0,241066.0,79.0,32.29999924,7791957.0,19.0,0.0,0.39737334279437114,0.6026266572056288
Campus,2.24,Office,47.52429,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",-122.31234,GREATER DUWAMISH,2.0,261.0,Large Office,302494.0,31874.0,334368.0,748.55,14.0,240984.0,88.0,159.8999939,53466684.0,36.0,0.0,0.8476564209592651,0.15234346682132
NonResidential,0.39,Parking,47.70281,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",-122.32532,NORTH,6.0,263.0,Other,84739.0,335109.0,419848.0,162.41,1.0,335109.0,75.33333333333333,107.8000031,9134963.0,8.0,0.0,0.7657662105473224,0.23423367998315922
NonResidential,0.84,Multifamily Housing,47.6239,"Financial Office, Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",-122.35756,MAGNOLIA / QUEEN ANNE,4.0,264.0,Mixed Use Property,110785.0,0.0,110785.0,92.91,1.0,58563.0,65.0,95.30000305,10557910.0,14.0,0.0,0.9603752068354438,0.03962469844884073
NonResidential,8.21,Hospital (General Medical & Surgical),47.60705,"Hospital (General Medical & Surgical), Parking",-122.30966,CENTRAL,5.0,268.0,Hospital,597519.0,0.0,597519.0,4906.33,6.0,601615.0,34.0,238.3999939,143423024.0,26.0,0.0,0.4096617499851349,0.5903382290977215
School,0.51,K-12 School,47.52518,K-12 School,-122.34828,DELRIDGE,1.0,273.0,K-12 School,71714.0,0.0,71714.0,36.24,1.0,71714.0,87.0,33.09999847,2371358.0,17.0,0.0,0.8198745191573773,0.18012548084262267
NonResidential,0.13,Non-Refrigerated Warehouse,47.65097,"Non-Refrigerated Warehouse, Parking",-122.34227,LAKE UNION,3.0,274.0,Warehouse,67236.0,8161.0,75397.0,9.63,1.0,67236.0,91.0,8.199999809,549181.375,25.0,0.0,0.770931097217199,0.2290682199482821
NonResidential,9.26,Hospital (General Medical & Surgical),47.60399,"Hospital (General Medical & Surgical), Parking",-122.32377,EAST,8.0,276.0,Hospital,1158691.0,0.0,1158691.0,10734.57,9.0,1350182.0,29.0,217.1000061,293090784.0,16.0,0.41821523804719835,0.5755336271508285,0.006251063151818516
NonResidential,1.89,Senior Care Community,47.59626,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",-122.3218,DOWNTOWN,5.0,278.0,Senior Care Community,90185.0,12611.0,102796.0,193.94,1.0,55259.0,62.333333333333336,98.30000305,10105379.0,17.0,0.0,0.7351348227513288,0.2648649793342734
School,0.99,K-12 School,47.57678,K-12 School,-122.38459,SOUTHWEST,2.0,279.0,K-12 School,208981.0,0.0,208981.0,207.79,1.0,208981.0,80.0,39.09999847,8164853.0,14.0,0.0,0.5995026487310917,0.40049735126890834
NonResidential,1.31,K-12 School,47.66568,K-12 School,-122.31368,NORTHEAST,2.0,281.0,K-12 School,55653.0,0.0,55653.0,72.88,1.0,55500.0,98.0,24.79999924,1377627.0,88.0,0.0,0.004455487588440122,0.9955445124115598
NonResidential,4.39,Hotel,47.66151,Hotel,-122.31457,NORTHEAST,16.0,282.0,Hotel,106860.0,0.0,106860.0,469.57,1.0,106860.0,49.0,111.6999969,11935719.0,85.0,0.0,0.2984103429378657,0.7015895732800009
NonResidential,0.97,Office,47.71895,"Office, Restaurant",-122.29475,NORTH,5.0,283.0,Small- and Mid-Sized Office,50759.0,0.0,50759.0,49.09,1.0,47079.0,62.0,62.0,3147042.0,44.0,0.0,0.8129961405027324,0.18700385949726758
NonResidential,1.49,Worship Facility,47.66182,Worship Facility,-122.31113,NORTHEAST,2.0,284.0,Worship Facility,56772.0,0.0,56772.0,84.57,1.0,56772.0,46.0,43.0,2439484.75,64.0,0.0,0.39972088368250713,0.6002792187981499
NonResidential,1.46,Worship Facility,47.6626,Worship Facility,-122.31164,NORTHEAST,3.0,285.0,Worship Facility,103000.0,0.0,103000.0,149.93,1.0,103000.0,42.0,47.09999847,4854429.5,64.0,0.0,0.4817115996843707,0.5182885033143442
School,0.84,K-12 School,47.67723,K-12 School,-122.31281,NORTHEAST,3.0,286.0,K-12 School,269297.0,0.0,269297.0,225.19,1.0,269297.0,80.0,39.0,10498344.0,10.0,0.0,0.6862001283250005,0.3137998716749994
School,0.96,K-12 School,47.67184,K-12 School,-122.29221,NORTHEAST,3.0,287.0,K-12 School,75174.0,0.0,75174.0,71.86,1.0,75174.0,77.0,36.40000153,2733846.0,15.0,0.0,0.5814310681728232,0.4185685660421253
School,0.58,K-12 School,47.64052,K-12 School,-122.3656,MAGNOLIA / QUEEN ANNE,3.0,289.0,K-12 School,75214.0,0.0,75214.0,43.98,1.0,75214.0,88.0,31.0,2334260.0,13.0,0.0,0.7427128940220884,0.25728710597791166
School,0.51,K-12 School,47.57298,K-12 School,-122.39028,SOUTHWEST,3.0,290.0,K-12 School,134918.0,0.0,134918.0,69.42,1.0,134918.0,91.0,28.29999924,3822102.5,11.0,0.0,0.7574639874257689,0.24253614339228213
School,0.25,K-12 School,47.59096,K-12 School,-122.29985,CENTRAL,2.0,291.0,K-12 School,64414.0,0.0,64414.0,16.0,1.0,65310.0,67.0,35.09999847,2295176.5,25.0,0.0,0.9999997821518302,0.0
School,2.17,K-12 School,47.67725,K-12 School,-122.32232,NORTHWEST,3.0,292.0,K-12 School,92437.0,0.0,92437.0,201.05,1.0,92437.0,78.0,50.0,4626443.0,89.0,0.0,0.20920305297179712,0.7907969470282029
NonResidential,0.44,Other - Entertainment/Public Assembly,47.61103,"Office, Other, Other - Entertainment/Public Assembly",-122.33238,DOWNTOWN,7.0,293.0,Other,128766.0,0.0,128766.0,57.21,1.0,109754.0,63.666666666666664,47.0,6057410.0,102.0,0.0,0.9463863268294536,0.05361367317054649
NonResidential,2.37,Residence Hall/Dormitory,47.6079,"Office, Residence Hall/Dormitory, Retail Store",-122.33266,DOWNTOWN,9.0,294.0,Residence Hall,107572.0,0.0,107572.0,254.87,1.0,63934.0,76.0,54.79999924,5572503.0,103.0,0.5520762393488169,0.44792367092489677,0.0
NonResidential,1.88,Other,47.60699,Other,-122.33481,DOWNTOWN,15.0,295.0,Other,230880.0,0.0,230880.0,433.6,1.0,203000.0,50.0,306.3999939,62197176.0,61.0,0.0,0.9999999196104981,0.0
School,1.1,K-12 School,47.55237,K-12 School,-122.31391,GREATER DUWAMISH,3.0,300.0,K-12 School,204961.0,0.0,204961.0,226.06,1.0,204961.0,94.0,40.0,8190809.0,9.0,0.0,0.5529033823154709,0.44709649559646675
NonResidential,1.33,Other,47.63965,Other,-122.3783,MAGNOLIA / QUEEN ANNE,1.0,302.0,Other,76086.0,0.0,76086.0,101.41,1.0,77810.0,73.66666666666667,42.0,3267564.0,43.0,0.0,0.4784500012853612,0.5215499987146388
NonResidential,3.48,Medical Office,47.61972,"Medical Office, Office",-122.36033,MAGNOLIA / QUEEN ANNE,5.0,313.0,Medical Office,151000.0,39000.0,190000.0,661.04,1.0,146741.0,1.0,183.5,28731502.0,89.0,0.0,0.652435121560996,0.34756480882899893
NonResidential,8.67,Hotel,47.6124,Hotel,-122.35075,DOWNTOWN,4.0,314.0,Hotel,122309.0,0.0,122309.0,1060.13,1.0,122309.0,8.0,208.1000061,25453690.0,55.0,0.0,0.24839357279828583,0.751606348627645
Campus,2.97,Other,47.61137,Other,-122.34947,DOWNTOWN,3.0,315.0,Other,215476.0,0.0,215476.0,639.39,4.0,217088.0,84.0,110.5999985,24017770.0,21.0,0.0,0.574110460713047,0.42588949765111417
NonResidential,3.07,Hotel,47.61069,Hotel,-122.34653,DOWNTOWN,8.0,316.0,Hotel,215473.0,38800.0,254273.0,780.84,1.0,277000.0,29.0,96.19999695,26659244.0,13.0,0.0,0.5162765305722848,0.48372339440683315
NonResidential,4.35,Other - Entertainment/Public Assembly,47.60729,Other - Entertainment/Public Assembly,-122.34211,DOWNTOWN,2.0,317.0,Other,69400.0,0.0,69400.0,301.76,1.0,69400.0,45.333333333333336,213.6999969,14833476.0,36.0,0.0,0.710175416739812,0.2898244484300241
NonResidential,6.0,Restaurant,47.6041,"Other, Restaurant, Retail Store",-122.33958,DOWNTOWN,1.0,318.0,Mixed Use Property,62900.0,0.0,62900.0,377.27,1.0,32494.0,42.333333333333336,158.3000031,10394330.0,116.0,0.0,0.36442300754353574,0.6355769924564643
NonResidential,0.78,Office,47.60271,"Office, Retail Store",-122.33557,DOWNTOWN,4.0,319.0,Small- and Mid-Sized Office,56500.0,0.0,56500.0,44.22,1.0,33000.0,98.0,34.5,1380293.625,102.0,0.3569978181272843,0.6430023177133778,0.0
NonResidential,0.13,Non-Refrigerated Warehouse,47.59486,"Non-Refrigerated Warehouse, Other - Services",-122.32455,GREATER DUWAMISH,4.0,320.0,Warehouse,203504.0,0.0,203504.0,26.39,1.0,159372.0,72.0,18.60000038,3785282.5,8.0,0.0,0.9999998679094625,0.0
NonResidential,0.68,Office,47.61757,Office,-122.35122,DOWNTOWN,3.0,322.0,Large Office,74003.0,26731.0,100734.0,68.24,0.0,100734.0,20.0,97.19999695,9788717.0,48.0,0.0,0.999999897841566,0.0
NonResidential,0.88,Office,47.61703,"Office, Parking",-122.35012,DOWNTOWN,4.0,323.0,Small- and Mid-Sized Office,59158.0,18504.0,77662.0,68.19,1.0,62108.0,57.0,80.59999847,5007401.0,35.0,0.0,0.8559534177510449,0.14404638254455754
NonResidential,0.64,Office,47.61619,"Financial Office, Laboratory, Office, Parking",-122.34599,DOWNTOWN,12.0,324.0,Large Office,212210.0,21790.0,234000.0,149.27,1.0,173786.0,39.0,89.40000153,18661606.0,38.0,0.0,0.9777374466056137,0.022262392636517993
NonResidential,0.47,Office,47.61217,"Office, Parking",-122.33694,DOWNTOWN,25.0,326.0,Large Office,369996.0,0.0,369996.0,172.58,1.0,383942.0,74.0,64.5,24755086.0,27.0,0.0,0.9999999192085214,0.0
NonResidential,0.57,Retail Store,47.61229,"Office, Retail Store",-122.33629,DOWNTOWN,10.0,327.0,Retail Store,693450.0,0.0,693450.0,398.19,1.0,361107.0,93.0,57.79999924,40062888.0,91.0,0.0005299368527800592,0.9359551912483194,0.0635147421224351
NonResidential,0.4,Office,47.61316,"Lifestyle Center, Office, Other, Parking, Restaurant",-122.3343,DOWNTOWN,33.0,328.0,Large Office,791396.0,0.0,791396.0,313.3,1.0,622034.0,89.0,60.29999924,40847752.0,40.0,0.0,0.9998013354565999,0.013177004208211997
NonResidential,0.48,Office,47.61399,"Office, Parking, Restaurant",-122.33523,DOWNTOWN,23.0,329.0,Large Office,542671.0,205076.0,747747.0,359.11,1.0,542461.0,90.0,56.20000076,30985420.0,16.0,0.0,0.8999051489377907,0.10009472196923586
NonResidential,2.69,Office,47.61356,"Office, Retail Store",-122.33665,DOWNTOWN,10.0,330.0,Small- and Mid-Sized Office,55652.0,7757.0,63409.0,170.51,1.0,45260.0,90.0,66.90000153,3444270.0,90.0,0.6057668969041335,0.39423303051154523,0.0
